alpha,cl,cd,cm,cp_min,converged,diverged,rms_bl,note
14.0,2.072279930114746,0.02014450542628765,-0.09617302566766739,-14.391098976135254,True,False,1.5244109818013385e-05,
14.25,2.08695912361145,0.020782411098480225,-0.09321195632219315,-14.689833641052246,True,False,3.447315748417168e-07,
14.5,2.095792770385742,0.021477192640304565,-0.0892246663570404,-14.947891235351562,True,False,1.6144340406754054e-05,
14.75,2.106780767440796,0.022194908931851387,-0.08573330193758011,-15.227106094360352,True,False,7.992891187313944e-05,
15.0,2.1196370124816895,0.02287895604968071,-0.08264224976301193,-15.527942657470703,True,False,4.6191235014703125e-05,
15.25,2.131622552871704,0.023618819192051888,-0.0795074999332428,-15.824627876281738,True,False,1.969597906281706e-05,
15.5,2.1434097290039062,0.024412600323557854,-0.07644525915384293,-16.122051239013672,True,False,1.0011500535256346e-06,
15.75,2.1549320220947266,0.025257403030991554,-0.07344290614128113,-16.419593811035156,True,False,8.397561759920791e-05,
16.0,2.165046215057373,0.026186225935816765,-0.07035374641418457,-16.708044052124023,True,False,1.741868004501157e-06,
16.25,2.1749322414398193,0.027182428166270256,-0.06735997647047043,-16.996397018432617,True,False,2.896030991905718e-06,
16.5,2.1841533184051514,0.028246048837900162,-0.06439783424139023,-17.2810001373291,True,False,3.066261058393138e-07,
16.75,2.1921703815460205,0.029416603967547417,-0.061441805213689804,-17.55704116821289,True,False,1.2708667327387957e-06,
17.0,2.199460744857788,0.030687106773257256,-0.05856497213244438,-17.8284854888916,True,False,5.0356206884316634e-06,
17.25,2.205878734588623,0.0320502370595932,-0.0557483546435833,-18.0941162109375,True,False,6.002584086672869e-06,
17.5,2.211373805999756,0.03352821618318558,-0.053013935685157776,-18.352916717529297,True,False,9.86100894806441e-06,
17.75,2.2159693241119385,0.03514059633016586,-0.050396304577589035,-18.60442352294922,True,False,2.052290437859483e-05,
18.0,2.219311475753784,0.036906883120536804,-0.04788200184702873,-18.844844818115234,True,False,6.234806642169133e-05,
18.25,2.2209270000457764,0.03885403648018837,-0.04545458406209946,-19.069110870361328,True,False,5.8249592257197946e-05,
18.5,2.2211971282958984,0.04101444408297539,-0.043212149292230606,-19.287723541259766,True,False,8.997002396426979e-07,
18.75,,,,,False,False,0.00556010939180851,did not converge within the iteration budget (final RMS residual 0.00556)
19.0,2.218043088912964,0.046011701226234436,-0.03946271166205406,-19.692428588867188,True,False,1.5182294191617984e-05,
19.25,2.2135138511657715,0.0489891842007637,-0.03801923990249634,-19.862356185913086,True,False,8.41520341055002e-06,
19.5,2.20812726020813,0.052240438759326935,-0.03695230558514595,-20.020288467407227,True,False,9.07498542801477e-06,
19.75,2.2000041007995605,0.05598093196749687,-0.036346714943647385,-20.145788192749023,True,False,1.8007443941314705e-05,
20.0,2.1895744800567627,0.06016704440116882,-0.03622587397694588,-20.241809844970703,True,False,3.502833715174347e-05,
20.25,2.176147222518921,0.06496846675872803,-0.0367436520755291,-20.298606872558594,True,False,6.016900806571357e-05,
20.5,2.1593830585479736,0.07049109786748886,-0.03802743926644325,-20.309640884399414,True,False,5.673768828273751e-05,
20.75,2.13777232170105,0.07698873430490494,-0.04028145968914032,-20.254337310791016,True,False,1.8960789020638913e-05,
21.0,2.1097910404205322,0.084629125893116,-0.04359835758805275,-20.11138916015625,True,False,4.781658572028391e-05,
21.25,2.0716161727905273,0.09422002732753754,-0.04864861071109772,-19.825347900390625,True,False,4.0661012462805957e-05,
21.5,2.019111156463623,0.1063595861196518,-0.05589650571346283,-19.332530975341797,True,False,7.383642514469102e-05,
21.75,1.9360889196395874,0.12406408041715622,-0.06783782690763474,-18.39002799987793,True,False,3.097778608207591e-05,
22.0,1.476324200630188,0.22260186076164246,-0.15423153340816498,-10.969953536987305,True,False,4.198619717499241e-05,
22.25,1.4531264305114746,0.233707457780838,-0.16429327428340912,-10.425475120544434,True,False,2.456498441461008e-05,
